item,text
R126,"The contractor shall use existing hardware and software where it is possible, practical, and approved by the Government."
R127,"The contractor shall use Commercial-Off-the-Shelf (COTS) and Open Source software packages where practical, possible, and approved by the Government."
R128,"Design documentation identifies COTS used. ~Analysis of designs SE11 Ability to make system management decisions on the basis of system- generated metrics The contractor shall identify standard measures of automated system component performance that can be captured during run-time and retrieved for analysis Measurability: During the project, prior to coding, the contractor shall provide diagrams and supporting text describing:~ numerical data elements of execution performance (time, volume, number of invocations, etc.)~ how the performance metrics are to be stored and used for reporting ~Analysis of designs SE12 Effectively manage design and development of the system's data processing capabilities Project Management Requirement: The contractor shall plan and control the NDE project in a manner that is consistent with a widely accepted software engineering methodology."
R129,Manageability: The contractor:~ Shall identify the widely accepted software engineering methodology to be used on the project~ Shall develop and maintains Work Breakdown Structures and Project Plans consistent with the Methodology ~ Shall create work products consistent ~Status Reporting
R130,with those described by the methodology with those described by the methodology ~ Shall report project status in terms of the likelihood that methodology- defined deliverables will be provided on schedule.
R131,"The contractor shall develop the data processing elements of the future NDE system using the latest proven technologies (programming languages, CASE tools, object repositories, data base management systems, etc.) that are appropriate for remote sensing data processing."
R132,"Maintainability: As early as possible during the Design Project, t he contractor shall provide a set of recommendations for the most appropriate development tools demonstrating that they are:~ widely supported in the remote sensing software industry ~ the most likely to be known by future NESDIS support staff ~Analysis of Recommendatio ns SE14 Effectively manage maintenance and enhancements of the system's data processing capabilities The contractor shall develop the data processing elements of the future NDE system using tools that will support the ability to alter executable components without altering source code."
R133,"Maintainability: Prior to coding, the contractor shall develop a set of recommendations for the development tools (4 th generation programming languages, integrated CASE tools, object ~Analysis of designs"
R134,"SM 1 The system management processes will improve continuously System Management Requirement A: The contractor's system management capabilities shall be evaluated in terms of Software Engineering Institute's (SEI) Capability Maturity Model (CMM) Software Management Capability: Certified CMM Level 2 during proposal evaluation, Certified CMM Level 3 three years after contract award and thereafter Software Management Capability:Evalu ation by an independent agency every three years."
R135,System Management Requirement B: The contractor shall schedule tasks Completeness: Automated tasks associated with temporal events will be initiated by an automated scheduler.
R136,Completeness: Manual tasks necessary to achieve NESDIS objectives are planned Reliability: 99% of scheduled tasks will execute on time Completeness: NESDIS inspection of scheduler reports Reliability: NESDIS inspection of Performance Logs SM 3 NOAA priorities and processing dependencies influence the level of effort System Management Requirement C: The contractor shall prioritize tasks Completeness: All predecessor and successor relationships of system elements are documented Quality: NESDIS inspection of design documents and performance logs
R137,"Quality: Necessary predecessor tasks provide input and/or control information to dependent tasks SM 4 Contractor staff is assigned to perform tasks System Management Requirement D: The contractor shall allocate resources to perform planned tasks Quality : Project Plans identify separate tasks and their associated schedule, resource, and effort estimate Quality: NESDIS inspection of project plans SM 5 The state of the system is always known."
R138,System Management Requirement E: The contractor shall monitor performance Quality: The contractor is able to report on the status of all scheduled tasks at all times Quality: NESDIS analysis of system performance logs Quality: NESDIS analysis of project management status reports SM 6 The contractor reports on the cost and schedule status of tasks System Management Requirement F: The contractor shall report system performance Quality: The contractor produces reports on the status of all scheduled tasks Quality: NESDIS analysis of system performance logs Quality: NESDIS analysis of project management status reports SM 7 The NDE System can recover from unexpected failures System Management Requirement G: The contractor shall develop and implement automated backup procedures for all NDE data and procedures for each of the 3 Data Currency: The NDE system stores all data necessary to commence normal operations of each of the 3 environments using Data Currency: Analysis of System Test logs for recovery and restart scenarios of each of the 3 environments
R139,"environments: Operations, Development, System Test data that was current at the time a system failure took place Data Integrity: Backed-up versions of NDE operational, developmental, and System Test data are identical to versions of the data in use at the time of the backup Conformance to Standards: NDE's automated backup of data and procedures conforms to NESDIS standards User Need: The priority of system recovery procedures are based on user community (i.e., end users, developers, non- subscribers, etc.) needs as determined by management decision Data Integrity: Analysis of System Test logs of automated data backup of each of the 3 environments Conformance to Standards: Comparison of the written descriptions of NDE's automated backup capabilities with NESDIS standards SM 8 The NDE System can recover from unexpected failures System Management Requirement H: The contractor shall develop and implement procedures to restart each of the 3 NDE environments (Operations, Development, System Test) using backed-up, current data."
R140,"procedures in each of the 3 environments perform their functions as they did prior to system failure Conformance to Standards: NDE's automated recovery procedures conform to NESDIS standards User Need: The priority of system recovery procedures are based on user community (i.e., end users, developers, non- subscribers, etc.) needs as determined by management decision Recovery Time: Each of the NDE systems can be restarted to satisfy a Recovery Time Objectives (RTO) tbd by NESDIS Management recovery of each of the 3 environments Conformance to Standards: Comparison of the written descriptions of NDE's automated backup capabilities with NESDIS standards SM 9 NDE data assets are valid System Management Requirement I: The contractor shall implement secure procedures and technologies to protect the integrity of NDE's data in the event of:~ human errors when data is entered, ~ errors that occur when data is transmitted from one Data Integrity: Conformance to NESDIS, DOC, and other relevant government security standards Data Integrity: Analysis of System Test logs of scenarios that threatened data validity"
R141,"computer to another, ~ software bugs or viruses, ~ hardware malfunctions, such as disk crashes, and ~ natural disasters, such as fires and floods SM 10 NDE data assets are confidential System Management Requirement J: The contractor shall implement procedures and technologies to ensure that NDE information is accessible only to those authorized to have access Confidentiality: Conformance to NESDIS, DOC, and other relevant government security standards Confidentiality: Analysis of System Test logs of scenarios that threatened NDE confidentiality SM 11 NDE data assets are available see System Operations Requirement G & H (above): Availability: see System Management Requirement H (above) Availability: see System Operations Requirement G & H (above) SM 12 The Operational system operates in an Open Mode System Operations Requirement A: The contractor shall develop and implement procedures to make data available to all users in Open Mode. ~ Completeness & Accuracy: In Open mode, all data is available to all customers and developers ~ Completeness & Accuracy: Analysis of System Performance logs SM 13 The Operational system operates in a Data Denial mode System Operations Requirement B: The contractor shall develop and implement procedures to make data available only to authorized users in Data Denial mode ~ Completeness & Accuracy: In Data Denial mode, data is available only to authorized customers and developers ~ Completeness & Accuracy: Analysis of System Performance logs SM 14 The Operational system operates in a Data Denial mode System Operations Requirement C: The contractor shall develop and implement procedures to notify all authorized customers when the system is in Data Denial mode ~ Completeness & Accuracy: In Data Denial mode, notifications are sent to authorized customers and developers ~ Completeness & Accuracy: Analysis of System Performance logs SM 15 The Operational system operates in a System Operations Requirement D: The contractor shall develop and implement procedures ~ Quality: In NPOESS Degraded Operations mode, products are ~ Completeness & Accuracy: : Analysis of communication"
R142,"Degraded Operations mode to consult with the government (e.g., will NCEP models be adversely affected?) in order to determine whether to alter distribution of products when NPOESS is in a Degraded Operations mode. distributed only if they will have no adverse affect on customer observations logs between ESPC and NPOESS~ Completeness & Accuracy: : Analysis of System Performance logs SM 16 The Operational system operates in a Degraded Operations mode System Operations Requirement E: The contractor shall develop and implement procedures to consult with the government and notify affected customers when NPOESS is in a Degraded Operations mode. ~ Completeness: In Open mode, all data is available to all users ~ Quality: In NPOESS Degraded Operations mode, customers are notified of operational impacts of affected products"
R143,"~ Completeness: Analysis of communication logs between ESPC and NPOESS, System Performance logs, and Trouble Tickets originating from affected customers SM 17 Operational products are delivered to customers only if they conform to predetermined standards of quality System Operations Requirement F: The contractor shall develop and implement procedures to control operational product quality by identifying deficiencies of ingested data or metadata received from the IDPS Quality: Recognition and reporting of all Quality Flags received from IDPS Quality: Detection of xDR and metadata attributes that are below agreed NDE thresholds of acceptability ~ Analysis of Performance Logs~ Analysis of Trouble Tickets of product problems~ Analysis of Service Requests for product quality improvement SM 18 Operational products are delivered to customers only if they conform to predetermined standards of quality System Operations Requirement G: The contractor shall develop and implement procedures to control operational product quality by supporting any quality control of NDE output (e.g., products or metadata) performed within each of the NDE Standards: Maintenance of information concerning actions to be taken in the event of quality deficiencies Quality: Invocation of all previously agreed procedures and ~ Analysis of Performance Logs~ Analysis of Trouble Tickets of product problems~ Analysis of Service Requests for product quality"
R144,The contractor shall develop and implement procedures to support notification of users Customer Satisfaction: Customers are satisfied with their ability to obtain information about the status of their orders Customer Satisfaction: Analysis of Customer Satisfaction Surveys.
R145,"The contractor shall develop and implement procedures to submit Service Requests to NPOESS (both the MMC and the IPO CCB), to log and track these Service Requests, and to log and track all NPOESS responses Customer Satisfaction: Customers are satisfied with NDE procedures to request product changes Customer Satisfaction: Analysis of Service Requests, tracking logs, and Customer Satisfaction Surveys."
R146,SM 21 All correspondenc e regarding the ESPC is kept The contractor shall develop and implement procedures to log and track all correspondence Completeness: All electronic and written correspondence is retained and accessible for inspection.
R147,"Completeness: Inspection of correspondence by date, author, and subject SM 22 Requests for changes are The contractor shall develop and implement Customer Satisfaction: Customer Satisfaction:"
R148,"SM 23 Information about system performance will be kept The contractor shall develop and implement procedures to log performance data Completeness: Statistics of execution performance (time, volume, number of invocations, etc.) are logged and maintained for analysis (see Software Engineering Design Requirement D) ~ Analysis of System Performance Logs and Reports"
R149,"SM 24 System performance reports are produced The contractor shall develop and implement scheduled and on-demand procedures to report performance data Completeness: Reports of system performance (time, volume, number of invocations, etc.) are generated on demand and according to a schedule ~ Analysis of System Performance Logs and Reports"
R150,"DA 2 Data assets will be managed at the system level in all three environments The contractor shall provide resources and implement procedures to add, update, and delete shared data resources in a controlled manner according to agreed user (either developer, tester, or customer) needs in each of the three environments."
R151,"The contractor shall develop and implement procedures to manage and retain data if requested by a user ~ Completeness, Latency - All requested products are retained for up to 72 hours Analysis of Service Requests for product retention DA 4 Archive: All system elements necessary for NDE operational product generation are archived."
R152,The contractor shall develop and implement procedures to deliver to NOAA's Long Term Archive (CLASS) all data and system elements required by NDE for processing tailored products or NOAA-unique products.
R153,"These include, minimally: o Metadatao Ancillary data o Processes used to create products, including system configurations, software processes, and necessary parameterso TBD intermediate products per process ~ Completeness - Evidence of receipt by CLASS ~ Inspection of CLASS receipts DA 5 Archive: All system elements necessary for NDE product generation in the development environment The contractor shall develop and implement procedures to store and manage all data and system elements required by NDE developers for testing."
R154,"The contractor shall develop and implement procedures to deliver all NOAA-unique products generated by the NDE system NOAA's Long Term Archive (CLASS) ~ Completeness - Evidence of receipt, by CLASS, of all NOAA- unique products generated by the NDE system ~ Inspection of CLASS receipts DA 7 Archive: A catalog of NDE's archived material is available The contractor shall develop and implement procedures to provide catalog information for archived data Completeness, Accuracy -The contractor shall provide catalog information for archived data ~ Ability to retrieve any cataloged item from CLASS~ Inspection of catalog DA 8 Archive: Archived data is used by NDE product processing The contractor shall develop and implement procedures to retrieve archived data Reliability- The contractor retrieves archived data Timeliness - The contractor retrieves archived data as quickly as allowed by CLASS performance capabilities ~ Observation DA 9 Archive: Archived data is used by NDE product processing The contractor shall develop and implement procedures to process archived data Timeliness, Quality - The contractor shall process archived data ~ Demonstration DA 10 Information about NDE's products and NPOESS observations shall be retained for future use."
R155,"The Contractor shall develop and implement procedures to provide notification of data anomalies of archive data to customers ~ Accuracy - The Contractor identifies all instances of anomalous data values~ Timeliness, Customer Service - Prior to archiving, the Contractor links a notification of anomalous data values to all instances of any product containing the detected anomaly ~ Inspection of data quality logs~ Inspection of user notifications DA 12 NDE can replace products that it has previously archived with instances of the products in which anomalies have been repaired."
R156,The Contractor shall develop and implement procedures to change archived products through version control ~ Conformance to Standards - The Contractor shall be knowledgeable of archiving standards~ Completeness - The Contractor shall report all instances of archived product replacements to management Inspection of reports detailing changes to archived data.
R157,"XF 2 Data is made available to customers and developers(NO TE: ""Customers"" are defined in Section 2 of the NDE Project Plan.) The contractor shall provide a capability for ensuring that NDE's tailored products and NOAA-unique products are made available to authorized customers and developers Completeness, Reliability, Timeliness: 100% of the products sent are received in real time NESDIS inpection of Performance logs XF 3 Products are made available for customer retrieval The contractor shall provide a capability for ensuring that NDE's tailored products and NOAA-unique products are placed in locations from which they can be retrieved by customers in real time Reliability: 100% of the products placed for retrieval can be extracted NESDIS inpection of Performance logs XF 4 Products are made available for retrieval by developers in NOAA and Cooperative Institutes The contractor shall provide a capability for ensuring that NDE's tailored products and NOAA-unique products are placed in locations from which they can be retrieved by developers Reliability: 100% of the products placed for retrieval can be extracted NESDIS inpection of Performance logs XF 5 Transmission of product to Comprehensive Large Array- data Stewardship System (CLASS) The contractor shall send NDE's NOAA-unique products to CLASS."
R158,"Completeness, Reliability, Timeliness: 100% of the data sent to CLASS is received in real time NESDIS inpection of Performance logs XF 6 Transmission The contractor shall send Completeness, NESDIS"
R159,"Reliability, Timeliness: 100% of the system elements sent to CLASS are received in real time inpection of Performance logs XF 7 Receipt of products from Comprehensive Large Array- data Stewardship System (CLASS) The contractor shall receive xDRs and NOAA- unique products from CLASS."
R160,"Completeness, Reliability, Timeliness: 100% of the data sent by CLASS is received in real time NESDIS inpection of Performance logs XF 8 Receipt of system elements from Comprehensive The contractor shall receive NDE elements from CLASS Completeness, Reliability, Timeliness: 100% of the system NESDIS inpection of Performance logs"
R161,"Large Array- data Stewardship System (CLASS) elements sent by CLASS are received in real time XF 9 Interface to the NPOESS Mission Management Center (MMC) The contractor shall provide an interface for NDE to the MMC Completeness, Reliability, Timeliness: ~100% of the inquiries to the MMC and replies to MMC requests are received by the MMC in real time~100% of the notifications and inquiries from the MMC are received by the MMC in real time NESDIS inpection of Performance logs XF 10 Interface with the IPO's Service Request System The contractor shall provide an interface for NDE Service Requests to the IPO Completeness, Reliability, Timeliness: ~"
R162,"% of the NDE Service Requests intended for the IPO's attention are delivered to the IPO~ 100% of the IPO's responses to the NDE Service Requests intended for the IPO's attention are received by the contractor NESDIS evaluation of regular status reports XF 11 Interface with NPOESS' IDPS operations The contractor shall provide an interface for ESPC's operations to communicate with the IDPS operations Completeness, Reliability, Timeliness: ~"
R163,The contractor shall provide a capability for receiving NDE Service Requests (SRs) from customers. ~ Availabity 24 X
R164,The contractor shall provide a capability to respond to NDE service requests with Service Responses. ~ Ease of Customer Use TBD~ Ease of Operator Use TBD Analysis of automated Help System Reports
R165,Product Format Requirement:The contractor shall provide and implement software to reformat the HDF5 data records received from the Interface data Processing Segment (IDPS) into customer-specified formats.
R166,"Anticipated formats include, but are not limited to, the Accuracy & Completeness - Reformated Products must have identical content to the HDF5 versions received from the IDPS ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys"
R167,"HDF5 Data Conversion Tools Requirement: The contractor shall make available, for use at customer sites, software that will convert the HDF5-format NPOESS xDRs into one of several, specified (tbd) formats."
R168,"System Compatability - Data Conversion tools must be capable of execution by customers using ""standard"" operating systems (e.g., LINUX, AIX,) and telecommunication s (e.g., FTP, Internet, API)."
R169,Accuracy & Completeness - The products reformatted with the NOAA- supplied data conversion tools must have identical content to the HDF5 versions received from the IDPS ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys PG 3 Product Tailoring Requirement A: The products are received by customers in a compressed state.
R170,"Lossless Product Compression Requirement:The contractor shall provide and implement software to compress both tailored and NOAA-unique NDE environmental satellite data products, using customer specified compression formats."
R171,Accuracy & Completeness - De-compressed product must have identical content to the pre-compressed versions. ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys
R172,"Lossy Product Compression Requirement:The contractor shall provide and implement software to compress both tailored and NOAA-unique NDE environmental satellite data products, using customer specified, lossy compression formats."
R173,Accuracy & Completeness - De-compressed product must have acceptably similar content (tbd) to the pre-compressed versions. ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys PG 5 Product Tailoring Requirement C: The customer obtains different projection views of the same product.
R174,"Product Projection Requirement:The contractor shall provide and implement software to allow customers to choose specified (tbd), alternative projection views (i.e., platecarre, Mercator, polar stereographic) of both tailored and NOAA- unique NDE environmental satellite data products Accuracy & Completeness - Products that have been repackaged using projection views (i.e., mercator, polar projection, etc.) other than those of the original product received from the IDPS must contain the same information as the original, IDPS versions of the products."
R175,Quality: Projection views provided must conform to standard projection specifications ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys PG 6 Product Tailoring Requirement D: The customer receives aggregated products in different Product Frequency Requirement: The contractor shall provide and implement software to deliver both tailored and NOAA-unique NDE environmental satellite data products at the Accuracy & Completeness - Aggregated products must accurately represent the separate elements from which the ~ NESDIS Inspection of Products (Comparison of the separate components with the aggregated product) ~
R176,Customer Satisfaction Surveys PG 7 Product Tailoring Requirement E: The customer has a choice of the grid spacing of product Product Grid Spacing Requirement: The contractor shall provide and implement software to deliver both tailored and NOAA-unique NDE environmental satellite data products with specified (tbd) grid spacing .
R177,Accuracy & Completeness - Re-gridded products must contain no less data than the IDPS- supplied products from which they were derived unless the end-user formally agrees to lower resolution ~ NESDIS Inspection of Products~ Customer Satisfaction Surveys PG 8 The customer receives NOAA-unique products.
R178,NOAA-unique Product Generation Requirement:The contractor shall provide and implement software to augment the data records received from the Interface Data Processing Segment (IDPS) to generate NOAA-unique environmental satellite data products through application of NOAA- supplied algorithms and utilization of NOAA- supplied data.
